text,font_size,is_bold,y_position,word_count,char_count,ends_colon,all_upper,label
The tester should be able to assess quality risks within an Agile project,9.960000038146973,0,345.416259765625,13,73,False,False,O
The tester should be able to estimate testing effort based on iteration content and quality risks,9.960000038146973,0,357.5375671386719,16,97,False,False,O
The tester should be able to interpret relevant information to support testing activities,9.960000038146973,0,369.7784118652344,13,89,False,False,O
The tester should be able to explain to business stakeholders how to define testable acceptance,9.960000038146973,0,381.8997192382813,15,95,False,False,O
criteria,9.960000038146973,0,393.3238525390625,1,8,False,False,O
"Given a user story, the tester should be able to write acceptance test-driven development test",9.960000038146973,0,405.564697265625,15,94,False,False,O
cases,9.960000038146973,0,417.0884094238281,1,5,False,False,O
"For both functional and non-functional behavior, the tester should be able to write test cases using",9.960000038146973,0,429.3292541503906,16,100,False,False,O
black box test design techniques based on given user stories,9.960000038146973,0,440.73345947265625,10,60,False,False,O
The tester should be able to perform exploratory testing to support the testing of an Agile project,9.960000038146973,0,452.9743041992188,17,99,False,False,O
The tester should be able to recall different tools available to testers according to their purpose,9.960000038146973,0,465.0956115722656,16,99,False,False,O
and to activities in Agile projects,9.960000038146973,0,476.6193237304688,6,35,False,False,O
Version 2014,9.960000038146973,0,718.7472534179688,2,12,False,False,O
Page 11 of 12,9.960000038146973,0,718.7472534179688,4,13,False,False,O
"May 31, 2014",9.960000038146973,0,718.7472534179688,3,12,False,False,O
© International Software Testing Qualifications Board,6.0,0,735.8699951171875,6,53,False,False,O
Qualifications Board,9.960000038146973,0,59.972991943359375,2,20,False,False,O
International,9.960000038146973,0,36.933013916015625,1,13,False,False,O
Overview,12.0,0,39.540000915527344,1,8,False,False,O
Software Testing,9.960000038146973,0,48.452972412109375,2,16,False,False,O
Foundation Level Extension – Agile Tester,9.960000038146973,0,56.733001708984375,6,41,False,False,O
4. References,15.960000038146973,1,120.2629852294922,2,13,False,False,H1
4.1 Trademarks,14.039999961853027,0,169.00697326660156,2,14,False,False,H2
The following registered trademarks and service marks are used in this document,9.960000038146973,0,193.19302368164065,12,79,False,False,O
ISTQB ® is a registered trademark of the International Software Testing Qualifications Board,9.960000038146973,0,217.93402099609372,13,92,False,False,O
4.2 Documents and Web Sites,14.039999961853027,0,255.0769805908203,5,27,False,False,H2
Identifier,9.960000038146973,1,279.1928100585937,1,10,False,False,O
Reference,9.960000038146973,1,279.1928100585937,1,9,False,False,O
[ISTQB-Web],9.960000038146973,0,293.7829895019531,1,11,False,False,O
Web site of the International Software Testing Qualifications Board. Refer,9.960000038146973,0,293.7829895019531,10,74,False,False,O
to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),9.960000038146973,0,305.3030090332031,11,74,False,False,O
Version 2014,9.960000038146973,0,718.6878662109375,2,12,False,False,O
Page 12 of 12,9.960000038146973,0,718.6878662109375,4,13,False,False,O
"May 31, 2014",9.960000038146973,0,718.6878662109375,3,12,False,False,O
© International Software Testing Qualifications Board,6.0,0,735.8699951171875,6,53,False,False,O
RFP: Request for Proposal To Present a Proposal for Developing the Business Plan for the Ontario Digital Library,32.040000915527344,0,157.57330322265625,2,6,False,True,title
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",9.960000038146973,0,694.532958984375,18,101,False,False,O
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,9.960000038146973,0,708.45703125,15,94,False,False,O
learners and effective contributors towards Ontario’s prosperity,9.960000038146973,0,722.381103515625,7,64,False,False,O
Ontario’s Digital Library,20.040000915527344,0,89.09701538085938,3,25,False,False,H1
A Critical Component for Implementing Ontario’s Road Map to,15.960000038146973,0,117.60289001464844,9,59,False,False,H1
Prosperity Strategy,15.960000038146973,0,135.95689392089844,2,19,False,False,H1
Summary,12.0,0,196.01998901367188,1,7,False,False,H2
The purpose of this Request for Proposal ( RFP ) is to invite firms and/or consultants to,11.039999961853027,1,226.69200134277344,17,89,False,False,O
present a proposal for developing the business plan for the Ontario Digital Library (ODL),11.039999961853027,1,239.2886199951172,14,89,False,False,O
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11.039999961853027,0,252.00669860839844,15,97,False,False,O
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11.039999961853027,0,264.7247619628906,17,93,False,False,O
developed is to document and clearly communicate,11.039999961853027,0,277.3214111328125,7,48,False,False,O
"how the ODL will be implemented, including the timeline",11.039999961853027,0,302.0399780273437,9,55,False,False,O
the financial plan for the implementation,11.039999961853027,0,314.6366271972656,6,41,False,False,O
"the financial plan for the first 2 operating years, including capital and operating costs",11.039999961853027,0,327.2332763671875,14,89,False,False,O
"revenues, etc",11.039999961853027,0,339.95135498046875,2,13,False,False,O
a financial forecast for the succeeding 2 operating years,11.039999961853027,0,352.5480041503906,9,57,False,False,O
the services and products to be delivered by the ODL,11.039999961853027,0,365.2660827636719,10,52,False,False,O
how the ODL will operate and be managed following the implementation,11.039999961853027,0,377.86273193359375,11,68,False,False,O
"who will be involved, and what their role/responsibility will be, for both the",11.039999961853027,0,390.4593811035156,13,78,False,False,O
implementation and operational stages,11.039999961853027,0,403.1774597167969,4,37,False,False,O
the marketing and communications plan for the ODL,11.039999961853027,0,415.7741088867188,8,49,False,False,O
This business plan must be completed and approved by the ODL Steering Committee no,11.039999961853027,0,441.0998229980469,14,82,False,False,O
"later than September 30, 2003",11.039999961853027,0,453.6964721679688,5,29,False,False,O
Timeline,11.039999961853027,0,478.4702453613281,1,8,False,False,H3
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11.039999961853027,0,503.0121154785156,13,85,False,False,O
intention to do so in an e-mail to Michael Ridley ( mridley@uoguelph.ca ) by April 11 th,11.039999961853027,1,515.1318359375,17,88,False,False,O
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11.039999961853027,0,540.369140625,11,69,False,False,O
"( lmoore@accessola.com ), Executive Director, The Ontario Library Association, 100 Lombard",11.039999961853027,0,552.9657592773438,11,90,False,False,O
"St., Suite 303, Toronto, ON M5C 1M3. Proposals must be received by Noon on Monday",11.039999961853027,1,565.6920166015625,15,81,False,False,O
"April 21, 2003",11.039999961853027,1,578.3106689453125,3,14,False,False,O
Those proposals that are short-listed will be invited to discuss their proposal during the week,11.039999961853027,0,603.0072021484375,15,95,False,False,O
"of April 28, 2003 . No presentation will be expected. Firms or consultants invited to an",11.039999961853027,1,615.6038208007812,16,88,False,False,O
interview will be expected to discuss the project and their approach with the selection,11.039999961853027,0,628.3219604492188,14,87,False,False,O
committee,11.039999961853027,0,640.9185791015625,1,9,False,False,O
"Contracts with the firm/consultant will be signed the week of May 5, 2003 with the work to",11.039999961853027,1,665.5156860351562,17,90,False,False,O
commence as soon as possible thereafter,11.039999961853027,0,678.2337646484375,6,39,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Please note that we reserve the right not to select any of the submitted proposals and may,11.039999961853027,0,70.33201599121094,17,90,False,False,O
seek further response to these Terms of Reference,11.039999961853027,0,82.92863464355469,8,49,False,False,O
"If you require further information or have any questions, please contact Michael Ridley by e",11.039999961853027,0,107.64720153808594,15,92,False,False,O
mail ( mridley@uoguelph.ca ) only by 3:00 p.m. on Friday April 18th . All questions and,11.039999961853027,1,120.24382019042967,16,87,False,False,O
responses will be shared with those who have indicated that they will be submitting a,11.039999961853027,0,132.96189880371094,15,85,False,False,O
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11.039999961853027,0,145.5585174560547,14,92,False,False,O
Ridley by April 11 th that they will be submitting a proposal will not receive any further,11.039999961853027,0,157.51800537109375,17,90,False,False,O
information or question responses,11.039999961853027,0,170.8900604248047,4,33,False,False,O
Background,12.0,0,206.45999145507807,1,10,False,False,H2
"First, some background on the ODL. For the last two years the Ontario Library Association",11.039999961853027,0,237.2519989013672,15,89,False,False,O
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11.039999961853027,0,249.8486175537109,14,88,False,False,O
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university",11.039999961853027,0,262.4452209472656,11,94,False,False,O
"college, and school libraries, as well as Ontario government ministries",11.039999961853027,0,275.1632995605469,10,71,False,False,O
Libraries that serve very different clientele recognize that by working together they can create,11.039999961853027,0,299.7604064941406,14,96,False,False,O
"seamless access to quality electronic library services. Through the ODL, students will be",11.039999961853027,0,312.4784851074219,13,89,False,False,O
"able to explore a topic at school, use the same child-safe resources after school (either at",11.039999961853027,0,325.0751342773437,16,92,False,False,O
"home or at a public library), enter college or university with a knowledge of how to use",11.039999961853027,0,337.6717834472656,17,88,False,False,O
"electronic resources that are still available and then, after graduation, continue to use these",11.039999961853027,0,350.3898620605469,14,95,False,False,O
skills and resources at work or at home,11.039999961853027,0,362.9865112304688,8,39,False,False,O
We are moving into a period of convergence. With convergence we no longer have to license,11.039999961853027,0,387.705078125,16,89,False,False,O
commercial products as individual libraries or institutions. We can work together to spend our,11.039999961853027,0,400.3017272949219,14,94,False,False,O
money wisely. The provincial government has made this possible by working hard to provide,11.039999961853027,0,412.89837646484375,14,89,False,False,O
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.039999961853027,0,425.616455078125,13,93,False,False,O
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.039999961853027,0,438.2131042480469,15,93,False,False,O
best to exploit communications technology. We can reduce barriers to access and create the,11.039999961853027,0,450.9311828613281,14,90,False,False,O
content infrastructure needed to support a knowledge society,11.039999961853027,0,463.52783203125,8,60,False,False,O
"The concept of an ODL is a key element in The Roadmap to Prosperity , a strategic plan to",11.039999961853027,0,488.12493896484375,19,89,False,False,O
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.039999961853027,0,500.8430480957031,13,87,False,False,O
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.039999961853027,0,513.439697265625,14,91,False,False,O
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.039999961853027,0,526.1577758789062,13,91,False,False,O
"that and much more. The ODL will connect students to electronic information, and will also",11.039999961853027,0,538.75439453125,15,90,False,False,O
leverage this investment to help connect all citizens to the electronic information they need as,11.039999961853027,0,551.3510131835938,15,96,False,False,O
"they make decisions, solve problems and enhance their quality of life",11.039999961853027,0,564.0691528320312,11,69,False,False,O
Libraries have long been a key delivery point for public services. The ODL will allow that,11.039999961853027,0,589.3948974609375,16,90,False,False,O
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.039999961853027,0,601.9915161132812,16,94,False,False,O
rooms,11.039999961853027,0,614.7095947265625,1,5,False,False,O
"Libraries have a long tradition of using a practical, consultative approach to solving problems",11.039999961853027,0,639.9138793945312,14,95,False,False,O
and of learning from others. The ODL is a very practical solution to various problems,11.039999961853027,0,652.6320190429688,15,85,False,False,O
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.039999961853027,0,677.957763671875,14,91,False,False,O
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.039999961853027,0,690.5543823242188,13,90,False,False,O
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.039999961853027,0,703.1510620117188,14,94,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.039999961853027,0,70.24369812011719,12,89,False,False,O
with its members to promote universal access to materials and resources in more than 250,11.039999961853027,0,82.84031677246094,15,88,False,False,O
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.039999961853027,0,95.5583953857422,11,88,False,False,O
"not include elementary or secondary schools. However, the timeline and funding we are",11.039999961853027,0,108.15501403808594,13,85,False,False,O
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.039999961853027,0,120.8730926513672,13,89,False,False,O
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.039999961853027,0,133.46971130371094,13,90,False,False,O
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.039999961853027,0,146.0663299560547,17,95,False,False,O
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.039999961853027,0,158.78440856933594,12,83,False,False,O
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.039999961853027,0,171.3810272216797,14,88,False,False,O
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.039999961853027,0,184.0991058349609,13,89,False,False,O
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.039999961853027,0,196.6957244873047,15,90,False,False,O
The ODL will be a partnership-based organization providing seamless electronic information,11.039999961853027,0,234.6180877685547,11,90,False,False,O
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.039999961853027,0,247.33616638183597,18,101,False,False,O
common resources The ODL will recognize the unique responsibilities and needs of public,11.039999961853027,0,259.9327697753906,13,87,False,False,O
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.039999961853027,0,272.6508483886719,12,92,False,False,O
"envisions a digital network of information resources, allowing members to collaborate when",11.039999961853027,0,285.2474975585937,12,90,False,False,O
there is mutual benefit and to support the common mandates of local libraries,11.039999961853027,0,297.8441467285156,13,77,False,False,O
The principles which will define and guide the ODL are,11.039999961853027,0,322.5627136230469,10,54,False,False,O
Equitable access for all Ontarians,11.039999961853027,1,347.1819152832031,5,34,False,False,H3
"We will bring consistent, high-quality electronic resources and services to 10 million",11.039999961853027,0,371.8783874511719,12,86,False,False,O
Ontario citizens,11.039999961853027,0,384.47503662109375,2,16,False,False,O
We will eliminate barriers to the access to information and create more consistent,11.039999961853027,0,409.0721435546875,13,82,False,False,O
services for library clients,11.039999961853027,0,421.7902221679688,4,28,False,False,O
Shared decision-making and accountability,11.039999961853027,1,446.409423828125,4,41,False,False,H3
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.039999961853027,0,471.10589599609375,11,82,False,False,O
licenses and services,11.039999961853027,0,483.7025451660156,3,21,False,False,O
We will balance the interests and realities of small and large as well as rich and poor,11.039999961853027,0,508.2996520996094,17,87,False,False,O
communities and institutions,11.039999961853027,0,521.0177612304688,3,28,False,False,O
Shared governance structure,11.039999961853027,1,545.6369018554688,3,27,False,False,H3
We will share decision-making in order to enable the people we serve,11.039999961853027,0,570.3334350585938,12,68,False,False,O
We will work based on an underlying assumption of trust and synergy,11.039999961853027,0,594.9306030273438,12,67,False,False,O
Shared funding,11.039999961853027,1,619.5497436523438,2,14,False,False,H3
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.039999961853027,0,644.2462768554688,13,91,False,False,O
and put Ontario dollars to work for everyone,11.039999961853027,1,656.8428955078125,8,44,False,False,O
We will be willing to pool talents and dollars in order to provide common services that are,11.039999961853027,0,681.5614624023438,17,91,False,False,O
truly greater than those that can be maintained by individual institutions,11.039999961853027,0,694.1580810546875,11,74,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Local points of entry,11.039999961853027,1,70.25466918945312,4,21,False,False,H3
"We will provide the licenses, infrastructure, services and support that enable local",11.039999961853027,0,95.5583953857422,12,84,False,False,O
libraries to provide exceptional services to their clientele. ODL will focus on support,11.039999961853027,0,108.15501403808594,13,87,False,False,O
"providing the underpinning, not overshadowing",11.039999961853027,0,120.8730926513672,5,45,False,False,O
Services envisioned for the ODL’s include,11.039999961853027,0,146.0774383544922,6,41,False,False,O
Access,11.039999961853027,1,171.42526245117188,1,6,False,False,H3
"to the “deep” web (i.e. Commercial, purchased electronic services)",11.039999961853027,0,184.1212615966797,9,66,False,False,O
to credible web sites and electronic resources,11.039999961853027,0,196.71788024902344,7,46,False,False,O
to digital government information,11.039999961853027,0,209.3144989013672,4,33,False,False,O
to local digital collections,11.039999961853027,0,222.03257751464844,4,28,False,False,O
Guidance and Advice,11.039999961853027,1,247.38052368164065,3,19,False,False,O
to support e-learning,11.039999961853027,0,259.9550476074219,3,21,False,False,O
"to support citizens, in real-time, as they try to use electronic resources",11.039999961853027,0,272.6731262207031,12,74,False,False,O
to assist citizens as they use web-links,11.039999961853027,0,285.269775390625,7,40,False,False,O
Training,11.039999961853027,1,297.8885192871094,1,8,False,False,O
for library workers,11.039999961853027,0,310.5845031738281,3,19,False,False,O
for the general public,11.039999961853027,0,323.18115234375,4,22,False,False,O
Provincial Purchasing & Licensing,11.039999961853027,1,348.52899169921875,4,33,False,False,H3
of electronic content on a consortia basis for all member libraries,11.039999961853027,0,361.1035461425781,11,67,False,False,O
Technological Support,11.039999961853027,1,386.4513854980469,2,21,False,False,H3
of common standards for the preservation and archiving local digital content,11.039999961853027,0,399.1473693847656,11,76,False,False,O
of a common interface to ODL resources and services that can be imbedded in local,11.039999961853027,0,411.7440185546875,15,81,False,False,O
library web sites,11.039999961853027,0,424.3406372070313,3,17,False,False,O
What could the ODL really mean,11.039999961853027,0,466.4582214355469,6,30,False,False,H3
For each Ontario citizen it could mean,11.039999961853027,1,491.9496154785156,7,38,False,False,H4
One local point of entry to access seamless electronic library services and,11.039999961853027,0,504.7339172363281,12,75,False,False,O
"resources for their personal, educational and professional needs",11.039999961853027,0,517.3306274414062,8,64,False,False,O
"Access to credible, high-quality, user-friendly electronic services through their",11.039999961853027,0,530.0486450195312,9,81,False,False,O
"community, school, or academic library",11.039999961853027,0,542.645263671875,5,38,False,False,O
Confidence that the electronic services and sources they – and their children,11.039999961853027,0,555.2418823242188,12,77,False,False,O
"– are using are safe, valid, and bringing them both global and local",11.039999961853027,0,567.9599609375,13,68,False,False,O
perspectives,11.039999961853027,0,580.556640625,1,12,False,False,O
Electronic information and tools that enhance job skills and the learning,11.039999961853027,0,593.2747192382812,11,73,False,False,O
experience,11.039999961853027,0,605.8713989257812,1,10,False,False,O
For each Ontario student it could mean,11.039999961853027,1,630.4022827148438,7,38,False,False,H4
"One local point of entry to quality, curriculum- based electronic information",11.039999961853027,0,643.1865844726562,11,77,False,False,O
resources and services,11.039999961853027,0,655.7832641601562,3,22,False,False,O
"Connection to their individual educational environment, whether at the",11.039999961853027,0,668.5013427734375,9,70,False,False,O
"elementary, secondary or post-secondary levels",11.039999961853027,0,681.0979614257812,5,46,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Confidence that the services and resources people are using are credible,11.039999961853027,0,70.33201599121094,11,72,False,False,O
available when they need them and adaptable to different learning styles,11.039999961853027,0,82.92863464355469,11,72,False,False,O
For each Ontario library it could mean,11.039999961853027,1,108.18817901611328,7,38,False,False,H4
One point of entry for themselves and their clientele to quality electronic,11.039999961853027,0,120.97251892089844,12,75,False,False,O
"resources and services that support and enhance their collections, programs",11.039999961853027,0,133.5691375732422,10,75,False,False,O
and services,11.039999961853027,0,146.16575622558594,2,12,False,False,O
"The opportunity to show case their local community, collections, services, and",11.039999961853027,0,158.8838348388672,11,78,False,False,O
expertise,11.039999961853027,0,171.4803924560547,1,9,False,False,O
"The opportunity to gain from the provincial, collaborative partnership in order",11.039999961853027,0,184.19847106933597,11,79,False,False,O
to provide a seamless gateway to digital resources and services,11.039999961853027,0,196.7950897216797,10,63,False,False,O
For the Ontario government it could mean,11.039999961853027,1,222.05474853515625,7,40,False,False,H4
A point of entry to information services and resources for all Ontario citizens,11.039999961853027,0,234.71763610839844,13,79,False,False,O
connecting to portal initiatives,11.039999961853027,0,247.4357147216797,4,32,False,False,O
Support of the Ontario E-Learning strategy through a collaborative digital,11.039999961853027,0,260.0323181152344,10,74,False,False,O
library initiative that positions Ontario on the global e-learning scene,11.039999961853027,0,272.7503967285156,10,72,False,False,O
Improved access and flexibility for all students at all ages and stages,11.039999961853027,0,285.3470458984375,12,71,False,False,O
(supports Ontario’s lifelong learning strategy),11.039999961853027,0,297.9436950683594,5,47,False,False,O
The opportunity to address emerging job skills shortages and facilitate school,11.039999961853027,0,310.6617736816406,11,78,False,False,O
to work and job to job transitions with the necessary information and,11.039999961853027,0,323.2584228515625,12,69,False,False,O
knowledge supports and tools,11.039999961853027,0,335.9765014648437,4,28,False,False,O
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.039999961853027,0,361.1807861328125,14,92,False,False,O
by a voting membership. The Board will include representatives from all stakeholders. We,11.039999961853027,0,373.89886474609375,13,88,False,False,O
envision a governance model similar to that prepared for the province’s ORION network,11.039999961853027,0,386.4955139160156,13,85,False,False,O
"More information regarding the envisioned phasing, funding and resources required for the",11.039999961853027,0,411.2140808105469,12,89,False,False,O
ODL can be found in the appendixes,11.039999961853027,0,423.8107299804688,7,34,False,False,O
The Business Plan to be Developed,12.0,0,459.4200134277344,6,33,False,False,H2
The business plan which needs to be developed for the ODL must be a formal business plan,11.039999961853027,0,501.7319030761719,17,88,False,False,O
"that documents and clearly communicates the ODL’s services, funding and governance",11.039999961853027,0,514.3285522460938,11,82,False,False,O
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005",11.039999961853027,0,526.9252319335938,13,89,False,False,O
"2007. The planning process must also secure the full commitment of all stakeholders, as",11.039999961853027,0,539.643310546875,14,87,False,False,O
represented on the Steering Committee,11.039999961853027,0,552.2399291992188,5,37,False,False,O
"Specifically, the business plan must include",11.039999961853027,0,576.3623657226562,6,44,False,False,O
"how the ODL will be implemented, including the timeline",11.039999961853027,0,601.6881103515625,9,55,False,False,O
the financial plan for the implementation,11.039999961853027,0,614.4061889648438,6,41,False,False,O
"the financial plan for the first 2 operating years, including capital and operating costs",11.039999961853027,0,627.0028076171875,14,89,False,False,O
"revenues, etc",11.039999961853027,0,639.5994262695312,2,13,False,False,O
a financial forecast for the succeeding 2 operating years,11.039999961853027,0,652.3175659179688,9,57,False,False,O
the services and products to be delivered by the ODL,11.039999961853027,0,664.9141845703125,10,52,False,False,O
how the ODL will operate and be managed following the implementation,11.039999961853027,0,677.6322631835938,11,68,False,False,O
"who will be involved, and what their role/responsibility will be, for both the",11.039999961853027,0,690.2288818359375,13,78,False,False,O
implementation and operational stages,11.039999961853027,0,702.8255004882812,4,37,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
the marketing and communications plan for the ODL,11.039999961853027,0,70.33201599121094,8,49,False,False,O
the commitment of all stakeholders to their responsibilities,11.039999961853027,0,82.92863464355469,8,60,False,False,O
The process of developing this business plan must be extremely consultative to ensure that,11.039999961853027,0,108.25437927246094,14,90,False,False,O
all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,11.039999961853027,0,120.9724578857422,13,90,False,False,O
indicate how this consultative process will be approached,11.039999961853027,0,133.624267578125,8,57,False,False,O
"The business plan for the ODL must address significant issues. There are, for example",11.039999961853027,0,158.8948211669922,14,85,False,False,O
enormous differences in the financial resources available to libraries mandated to provide,11.039999961853027,0,171.49143981933594,12,90,False,False,O
"similar services. Some post-secondary and public libraries, particularly those in large urban",11.039999961853027,0,184.2095184326172,12,93,False,False,O
"areas, have the facilities, funding and technological infrastructure necessary to service their",11.039999961853027,0,196.8061370849609,12,95,False,False,O
"patrons with electronic services and resources. Many others, particularly in rural regions, do",11.039999961853027,0,209.4027557373047,13,94,False,False,O
not. The proposal must indicate how these issues will be approached,11.039999961853027,0,222.12083435058597,11,67,False,False,O
Milestones,12.0,0,270.4200134277344,1,10,False,False,H3
1) A preliminary report will be issued during June 2003,11.039999961853027,0,301.1471862792969,10,55,False,False,O
"2) It is expected that an Interim Report, suitable for distribution to the broader library",11.039999961853027,0,325.7442932128906,15,90,False,False,O
"community will be available by August 1, 2003 and that there will be an opportunity",11.039999961853027,0,338.4623718261719,15,83,False,False,O
for responses to be evaluated,11.039999961853027,0,351.0590209960937,5,29,False,False,O
3) The business plan must be completed and approved by the ODL Steering Committee,11.039999961853027,0,375.777587890625,14,81,False,False,O
"no later than September 30, 2003",11.039999961853027,0,388.3742370605469,6,32,False,False,O
Approach and Specific Proposal Requirements,12.0,0,423.8999938964844,5,43,False,False,H2
The firm/consultant (or proposed team of consultants) will be expected to work closely with,11.039999961853027,0,454.6919860839844,14,91,False,False,O
the ODL Steering Committee. Terms of reference for the Committee are in the appendix,11.039999961853027,0,467.2886352539063,14,84,False,False,O
"Given the consultative nature of this business planning process, the firm/consultant will also",11.039999961853027,0,480.0067138671875,13,94,False,False,O
be expected to travel and communicate regularly with various stakeholders as well as with,11.039999961853027,0,492.6033630371094,14,89,False,False,O
electronic resource publishers/vendors,11.039999961853027,0,505.1999816894531,3,38,False,False,O
The proposal should include the following information,11.039999961853027,0,529.9186401367188,7,53,False,False,O
a) name of the firm/consultant,11.039999961853027,0,554.5157470703125,5,30,False,False,O
"b) names of those individuals who will be engaged in this project, their specific",11.039999961853027,0,567.2338256835938,14,81,False,False,O
responsibilities on this project and relevant experience/qualifications,11.039999961853027,0,579.8304443359375,7,71,False,False,O
c) description of similar engagements that highlight the firm’s experience in business,11.039999961853027,0,592.4270629882812,12,86,False,False,O
planning and building stakeholder commitment,11.039999961853027,0,605.1451416015625,5,44,False,False,O
d) references with details of work completed for these references,11.039999961853027,0,617.7417602539062,10,65,False,False,O
e) description of the approach that will be used for completing the business plan,11.039999961853027,0,630.4598999023438,14,81,False,False,O
including a timeline,11.039999961853027,0,643.0565185546875,3,20,False,False,O
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",11.039999961853027,0,655.6531372070312,14,91,False,False,O
structure,11.039999961853027,0,668.3712158203125,1,9,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Evaluation and Awarding of Contract,12.0,0,81.30001068115234,5,35,False,False,O
The contract will be awarded to the bidder whose submission offers the best value; the contract will,11.039999961853027,0,120.97203063964844,17,100,False,False,O
not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,11.039999961853027,0,133.6901092529297,18,98,False,False,O
any of the bidders responding to this RFP and we may seek further response,11.039999961853027,0,146.28672790527344,14,74,False,False,O
"Specifically, proposals will be evaluated proposals according to the following criteria",11.039999961853027,0,170.8838348388672,11,87,False,False,O
Quality of the proposal /approach outlined for undertaking the business planning process,11.039999961853027,0,208.3204803466797,12,88,False,False,O
Demonstrated experience,11.039999961853027,0,221.0385589599609,2,23,False,False,O
"Cost, including expenses",11.039999961853027,0,233.6351776123047,3,24,False,False,O
Timeline and projected completion date,11.039999961853027,0,246.23179626464844,5,38,False,False,O
Other relevant factors as determined by the ODL Steering Committee,11.039999961853027,0,259.4356384277344,10,66,False,False,O
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,11.039999961853027,0,284.7503662109375,13,80,False,False,O
(mridley@uoguelph.ca),11.039999961853027,0,297.46844482421875,1,21,False,False,O
Bidders are asked not to contact any other member of the ODL Catalyst T,11.039999961853027,0,322.7831726074219,14,71,False,False,O
eam or the ODL Steering,11.039999961853027,0,322.7831726074219,5,23,False,False,O
Committee,11.039999961853027,0,335.3798217773437,1,9,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Appendix A: ODL Envisioned Phases & Funding,12.0,0,107.8199691772461,7,43,False,False,H2
Phase I: Business Planning,9.960000038146973,1,138.14248657226562,4,26,False,False,H3
Timeline: March 2003 – September 2003,9.960000038146973,1,161.17996215820312,6,37,False,False,O
"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government",9.960000038146973,1,172.70370483398438,12,95,False,False,O
